id,notes,labGroup,user,performedBy,reference,valid,compound_0,compound_0_role,compound_0_amount,compound_1,compound_1_role,compound_1_amount,compound_2,compound_2_role,compound_2_amount,compound_3,compound_3_role,compound_3_amount,compound_4,compound_4_role,compound_4_amount,Org_asa_hydrophobic_pH11_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH9_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH2_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH5_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH11_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH3_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH9_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH13_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH2_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH1_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH5_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH1_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH2_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH10_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH6_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH7_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH13_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH6_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH11_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH7_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH12_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH8_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH8_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH2_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH14_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH14_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH12_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH7_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH10_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH7_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH3_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH14_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH4_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH8_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH1_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH4_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH3_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH5_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH4_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH12_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH13_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH5_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH9_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH13_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH10_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH1_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH4_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH14_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH9_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH6_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH8_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH6_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH3_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH11_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH10_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH12_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP
2832,,Norquist Lab,cfalk,,eg48.10,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
2833,,Norquist Lab,cfalk,,eg48.11,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
2834,,Norquist Lab,cfalk,,eg48.12,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
2835,,Norquist Lab,cfalk,,eg48.13,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
2836,,Norquist Lab,cfalk,,eg48.14,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
2837,,Norquist Lab,cfalk,,eg48.15,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
2838,,Norquist Lab,cfalk,,eg48.16,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,TMEDA,?,?,Water,?,?,?,?,?,347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
2839,,Norquist Lab,cfalk,,eg50.1,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,6-HEXANEDIAMINE",?,?,Water,?,?,?,?,?,316.2,0.0,0.0,240.01,316.2,240.01,240.01,0.0,240.01,240.01,240.01,240.01,240.01,240.01,240.01,240.01,316.2,240.01,316.2,0.0,316.2,0.0,240.01,240.01,316.2,0.0,316.2,240.01,0.0,240.01,240.01,316.2,0.0,240.01,240.01,240.01,240.01,0.0,240.01,0.0,316.2,240.01,240.01,316.2,240.01,0.0,240.01,316.2,240.01,240.01,240.01,0.0,0.0,0.0,240.01,316.2
2840,,Norquist Lab,cfalk,,eg50.2,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,6-HEXANEDIAMINE",?,?,Water,?,?,?,?,?,316.2,0.0,0.0,240.01,316.2,240.01,240.01,0.0,240.01,240.01,240.01,240.01,240.01,240.01,240.01,240.01,316.2,240.01,316.2,0.0,316.2,0.0,240.01,240.01,316.2,0.0,316.2,240.01,0.0,240.01,240.01,316.2,0.0,240.01,240.01,240.01,240.01,0.0,240.01,0.0,316.2,240.01,240.01,316.2,240.01,0.0,240.01,316.2,240.01,240.01,240.01,0.0,0.0,0.0,240.01,316.2
2841,,Norquist Lab,cfalk,,eg50.3,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,6-HEXANEDIAMINE",?,?,Water,?,?,?,?,?,316.2,0.0,0.0,240.01,316.2,240.01,240.01,0.0,240.01,240.01,240.01,240.01,240.01,240.01,240.01,240.01,316.2,240.01,316.2,0.0,316.2,0.0,240.01,240.01,316.2,0.0,316.2,240.01,0.0,240.01,240.01,316.2,0.0,240.01,240.01,240.01,240.01,0.0,240.01,0.0,316.2,240.01,240.01,316.2,240.01,0.0,240.01,316.2,240.01,240.01,240.01,0.0,0.0,0.0,240.01,316.2
2842,,Norquist Lab,cfalk,,eg50.4,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,6-HEXANEDIAMINE",?,?,Water,?,?,?,?,?,316.2,0.0,0.0,240.01,316.2,240.01,240.01,0.0,240.01,240.01,240.01,240.01,240.01,240.01,240.01,240.01,316.2,240.01,316.2,0.0,316.2,0.0,240.01,240.01,316.2,0.0,316.2,240.01,0.0,240.01,240.01,316.2,0.0,240.01,240.01,240.01,240.01,0.0,240.01,0.0,316.2,240.01,240.01,316.2,240.01,0.0,240.01,316.2,240.01,240.01,240.01,0.0,0.0,0.0,240.01,316.2
2843,,Norquist Lab,cfalk,,eg50.5,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,6-HEXANEDIAMINE",?,?,Water,?,?,?,?,?,316.2,0.0,0.0,240.01,316.2,240.01,240.01,0.0,240.01,240.01,240.01,240.01,240.01,240.01,240.01,240.01,316.2,240.01,316.2,0.0,316.2,0.0,240.01,240.01,316.2,0.0,316.2,240.01,0.0,240.01,240.01,316.2,0.0,240.01,240.01,240.01,240.01,0.0,240.01,0.0,316.2,240.01,240.01,316.2,240.01,0.0,240.01,316.2,240.01,240.01,240.01,0.0,0.0,0.0,240.01,316.2
2844,,Norquist Lab,cfalk,,eg50.6,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,6-HEXANEDIAMINE",?,?,Water,?,?,?,?,?,316.2,0.0,0.0,240.01,316.2,240.01,240.01,0.0,240.01,240.01,240.01,240.01,240.01,240.01,240.01,240.01,316.2,240.01,316.2,0.0,316.2,0.0,240.01,240.01,316.2,0.0,316.2,240.01,0.0,240.01,240.01,316.2,0.0,240.01,240.01,240.01,240.01,0.0,240.01,0.0,316.2,240.01,240.01,316.2,240.01,0.0,240.01,316.2,240.01,240.01,240.01,0.0,0.0,0.0,240.01,316.2
2845,,Norquist Lab,cfalk,,eg50.7,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,6-HEXANEDIAMINE",?,?,Water,?,?,?,?,?,316.2,0.0,0.0,240.01,316.2,240.01,240.01,0.0,240.01,240.01,240.01,240.01,240.01,240.01,240.01,240.01,316.2,240.01,316.2,0.0,316.2,0.0,240.01,240.01,316.2,0.0,316.2,240.01,0.0,240.01,240.01,316.2,0.0,240.01,240.01,240.01,240.01,0.0,240.01,0.0,316.2,240.01,240.01,316.2,240.01,0.0,240.01,316.2,240.01,240.01,240.01,0.0,0.0,0.0,240.01,316.2
2846,,Norquist Lab,cfalk,,eg50.8,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,6-HEXANEDIAMINE",?,?,Water,?,?,?,?,?,316.2,0.0,0.0,240.01,316.2,240.01,240.01,0.0,240.01,240.01,240.01,240.01,240.01,240.01,240.01,240.01,316.2,240.01,316.2,0.0,316.2,0.0,240.01,240.01,316.2,0.0,316.2,240.01,0.0,240.01,240.01,316.2,0.0,240.01,240.01,240.01,240.01,0.0,240.01,0.0,316.2,240.01,240.01,316.2,240.01,0.0,240.01,316.2,240.01,240.01,240.01,0.0,0.0,0.0,240.01,316.2
2847,,Norquist Lab,cfalk,,eg50.9,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,6-HEXANEDIAMINE",?,?,Water,?,?,?,?,?,316.2,0.0,0.0,240.01,316.2,240.01,240.01,0.0,240.01,240.01,240.01,240.01,240.01,240.01,240.01,240.01,316.2,240.01,316.2,0.0,316.2,0.0,240.01,240.01,316.2,0.0,316.2,240.01,0.0,240.01,240.01,316.2,0.0,240.01,240.01,240.01,240.01,0.0,240.01,0.0,316.2,240.01,240.01,316.2,240.01,0.0,240.01,316.2,240.01,240.01,240.01,0.0,0.0,0.0,240.01,316.2
2848,,Norquist Lab,cfalk,,eg50.10,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,6-HEXANEDIAMINE",?,?,Water,?,?,?,?,?,316.2,0.0,0.0,240.01,316.2,240.01,240.01,0.0,240.01,240.01,240.01,240.01,240.01,240.01,240.01,240.01,316.2,240.01,316.2,0.0,316.2,0.0,240.01,240.01,316.2,0.0,316.2,240.01,0.0,240.01,240.01,316.2,0.0,240.01,240.01,240.01,240.01,0.0,240.01,0.0,316.2,240.01,240.01,316.2,240.01,0.0,240.01,316.2,240.01,240.01,240.01,0.0,0.0,0.0,240.01,316.2
2849,,Norquist Lab,cfalk,,eg50.11,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,6-HEXANEDIAMINE",?,?,Water,?,?,?,?,?,316.2,0.0,0.0,240.01,316.2,240.01,240.01,0.0,240.01,240.01,240.01,240.01,240.01,240.01,240.01,240.01,316.2,240.01,316.2,0.0,316.2,0.0,240.01,240.01,316.2,0.0,316.2,240.01,0.0,240.01,240.01,316.2,0.0,240.01,240.01,240.01,240.01,0.0,240.01,0.0,316.2,240.01,240.01,316.2,240.01,0.0,240.01,316.2,240.01,240.01,240.01,0.0,0.0,0.0,240.01,316.2
2850,,Norquist Lab,cfalk,,eg50.12,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,6-HEXANEDIAMINE",?,?,Water,?,?,?,?,?,316.2,0.0,0.0,240.01,316.2,240.01,240.01,0.0,240.01,240.01,240.01,240.01,240.01,240.01,240.01,240.01,316.2,240.01,316.2,0.0,316.2,0.0,240.01,240.01,316.2,0.0,316.2,240.01,0.0,240.01,240.01,316.2,0.0,240.01,240.01,240.01,240.01,0.0,240.01,0.0,316.2,240.01,240.01,316.2,240.01,0.0,240.01,316.2,240.01,240.01,240.01,0.0,0.0,0.0,240.01,316.2
2851,,Norquist Lab,cfalk,,eg50.13,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,6-HEXANEDIAMINE",?,?,Water,?,?,?,?,?,316.2,0.0,0.0,240.01,316.2,240.01,240.01,0.0,240.01,240.01,240.01,240.01,240.01,240.01,240.01,240.01,316.2,240.01,316.2,0.0,316.2,0.0,240.01,240.01,316.2,0.0,316.2,240.01,0.0,240.01,240.01,316.2,0.0,240.01,240.01,240.01,240.01,0.0,240.01,0.0,316.2,240.01,240.01,316.2,240.01,0.0,240.01,316.2,240.01,240.01,240.01,0.0,0.0,0.0,240.01,316.2
2852,,Norquist Lab,cfalk,,eg50.14,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,6-HEXANEDIAMINE",?,?,Water,?,?,?,?,?,316.2,0.0,0.0,240.01,316.2,240.01,240.01,0.0,240.01,240.01,240.01,240.01,240.01,240.01,240.01,240.01,316.2,240.01,316.2,0.0,316.2,0.0,240.01,240.01,316.2,0.0,316.2,240.01,0.0,240.01,240.01,316.2,0.0,240.01,240.01,240.01,240.01,0.0,240.01,0.0,316.2,240.01,240.01,316.2,240.01,0.0,240.01,316.2,240.01,240.01,240.01,0.0,0.0,0.0,240.01,316.2
2853,,Norquist Lab,cfalk,,eg50.15,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,"1,6-HEXANEDIAMINE",?,?,Water,?,?,?,?,?,316.2,0.0,0.0,240.01,316.2,240.01,240.01,0.0,240.01,240.01,240.01,240.01,240.01,240.01,240.01,240.01,316.2,240.01,316.2,0.0,316.2,0.0,240.01,240.01,316.2,0.0,316.2,240.01,0.0,240.01,240.01,316.2,0.0,240.01,240.01,240.01,240.01,0.0,240.01,0.0,316.2,240.01,240.01,316.2,240.01,0.0,240.01,316.2,240.01,240.01,240.01,0.0,0.0,0.0,240.01,316.2
2993,,Norquist Lab,cfalk,,eg89.1,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Piperazine,?,?,Water,?,?,?,?,?,214.24,0.0,0.0,167.18,214.24,167.18,191.96,0.0,167.18,167.18,167.18,167.18,167.18,214.24,191.96,191.96,214.24,191.96,214.24,0.0,214.24,0.0,191.96,167.18,214.24,0.0,214.24,191.96,0.0,191.96,167.18,214.24,0.0,191.96,167.18,167.18,167.18,0.0,167.18,0.0,214.24,167.18,191.96,214.24,214.24,0.0,167.18,214.24,191.96,191.96,191.96,0.0,0.0,0.0,214.24,214.24
2994,,Norquist Lab,cfalk,,eg89.2,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Piperazine,?,?,Water,?,?,?,?,?,214.24,0.0,0.0,167.18,214.24,167.18,191.96,0.0,167.18,167.18,167.18,167.18,167.18,214.24,191.96,191.96,214.24,191.96,214.24,0.0,214.24,0.0,191.96,167.18,214.24,0.0,214.24,191.96,0.0,191.96,167.18,214.24,0.0,191.96,167.18,167.18,167.18,0.0,167.18,0.0,214.24,167.18,191.96,214.24,214.24,0.0,167.18,214.24,191.96,191.96,191.96,0.0,0.0,0.0,214.24,214.24
2995,,Norquist Lab,cfalk,,eg89.3,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Piperazine,?,?,Water,?,?,?,?,?,214.24,0.0,0.0,167.18,214.24,167.18,191.96,0.0,167.18,167.18,167.18,167.18,167.18,214.24,191.96,191.96,214.24,191.96,214.24,0.0,214.24,0.0,191.96,167.18,214.24,0.0,214.24,191.96,0.0,191.96,167.18,214.24,0.0,191.96,167.18,167.18,167.18,0.0,167.18,0.0,214.24,167.18,191.96,214.24,214.24,0.0,167.18,214.24,191.96,191.96,191.96,0.0,0.0,0.0,214.24,214.24
2996,,Norquist Lab,cfalk,,eg89.4,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Piperazine,?,?,Water,?,?,?,?,?,214.24,0.0,0.0,167.18,214.24,167.18,191.96,0.0,167.18,167.18,167.18,167.18,167.18,214.24,191.96,191.96,214.24,191.96,214.24,0.0,214.24,0.0,191.96,167.18,214.24,0.0,214.24,191.96,0.0,191.96,167.18,214.24,0.0,191.96,167.18,167.18,167.18,0.0,167.18,0.0,214.24,167.18,191.96,214.24,214.24,0.0,167.18,214.24,191.96,191.96,191.96,0.0,0.0,0.0,214.24,214.24
2997,,Norquist Lab,cfalk,,eg89.5,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Piperazine,?,?,Water,?,?,?,?,?,214.24,0.0,0.0,167.18,214.24,167.18,191.96,0.0,167.18,167.18,167.18,167.18,167.18,214.24,191.96,191.96,214.24,191.96,214.24,0.0,214.24,0.0,191.96,167.18,214.24,0.0,214.24,191.96,0.0,191.96,167.18,214.24,0.0,191.96,167.18,167.18,167.18,0.0,167.18,0.0,214.24,167.18,191.96,214.24,214.24,0.0,167.18,214.24,191.96,191.96,191.96,0.0,0.0,0.0,214.24,214.24
2998,,Norquist Lab,cfalk,,eg89.6,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Piperazine,?,?,Water,?,?,?,?,?,214.24,0.0,0.0,167.18,214.24,167.18,191.96,0.0,167.18,167.18,167.18,167.18,167.18,214.24,191.96,191.96,214.24,191.96,214.24,0.0,214.24,0.0,191.96,167.18,214.24,0.0,214.24,191.96,0.0,191.96,167.18,214.24,0.0,191.96,167.18,167.18,167.18,0.0,167.18,0.0,214.24,167.18,191.96,214.24,214.24,0.0,167.18,214.24,191.96,191.96,191.96,0.0,0.0,0.0,214.24,214.24
2999,,Norquist Lab,cfalk,,eg89.7,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Piperazine,?,?,Water,?,?,?,?,?,214.24,0.0,0.0,167.18,214.24,167.18,191.96,0.0,167.18,167.18,167.18,167.18,167.18,214.24,191.96,191.96,214.24,191.96,214.24,0.0,214.24,0.0,191.96,167.18,214.24,0.0,214.24,191.96,0.0,191.96,167.18,214.24,0.0,191.96,167.18,167.18,167.18,0.0,167.18,0.0,214.24,167.18,191.96,214.24,214.24,0.0,167.18,214.24,191.96,191.96,191.96,0.0,0.0,0.0,214.24,214.24
3000,,Norquist Lab,cfalk,,eg89.8,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Piperazine,?,?,Water,?,?,?,?,?,214.24,0.0,0.0,167.18,214.24,167.18,191.96,0.0,167.18,167.18,167.18,167.18,167.18,214.24,191.96,191.96,214.24,191.96,214.24,0.0,214.24,0.0,191.96,167.18,214.24,0.0,214.24,191.96,0.0,191.96,167.18,214.24,0.0,191.96,167.18,167.18,167.18,0.0,167.18,0.0,214.24,167.18,191.96,214.24,214.24,0.0,167.18,214.24,191.96,191.96,191.96,0.0,0.0,0.0,214.24,214.24
3001,,Norquist Lab,cfalk,,eg89.9,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Ethylenediamine,?,?,Water,?,?,?,?,?,190.48,0.0,0.0,111.65,190.48,111.65,150.34,0.0,111.65,111.65,111.65,111.65,111.65,190.48,111.65,111.65,190.48,111.65,190.48,0.0,190.48,0.0,150.34,111.65,190.48,0.0,190.48,111.65,0.0,111.65,111.65,190.48,0.0,150.34,111.65,111.65,111.65,0.0,111.65,0.0,190.48,111.65,150.34,190.48,190.48,0.0,111.65,190.48,150.34,111.65,150.34,0.0,0.0,0.0,190.48,190.48
3002,,Norquist Lab,cfalk,,eg89.10,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Ethylenediamine,?,?,Water,?,?,?,?,?,190.48,0.0,0.0,111.65,190.48,111.65,150.34,0.0,111.65,111.65,111.65,111.65,111.65,190.48,111.65,111.65,190.48,111.65,190.48,0.0,190.48,0.0,150.34,111.65,190.48,0.0,190.48,111.65,0.0,111.65,111.65,190.48,0.0,150.34,111.65,111.65,111.65,0.0,111.65,0.0,190.48,111.65,150.34,190.48,190.48,0.0,111.65,190.48,150.34,111.65,150.34,0.0,0.0,0.0,190.48,190.48
3003,,Norquist Lab,cfalk,,eg89.11,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Ethylenediamine,?,?,Water,?,?,?,?,?,190.48,0.0,0.0,111.65,190.48,111.65,150.34,0.0,111.65,111.65,111.65,111.65,111.65,190.48,111.65,111.65,190.48,111.65,190.48,0.0,190.48,0.0,150.34,111.65,190.48,0.0,190.48,111.65,0.0,111.65,111.65,190.48,0.0,150.34,111.65,111.65,111.65,0.0,111.65,0.0,190.48,111.65,150.34,190.48,190.48,0.0,111.65,190.48,150.34,111.65,150.34,0.0,0.0,0.0,190.48,190.48
3004,,Norquist Lab,cfalk,,eg89.12,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Ethylenediamine,?,?,Water,?,?,?,?,?,190.48,0.0,0.0,111.65,190.48,111.65,150.34,0.0,111.65,111.65,111.65,111.65,111.65,190.48,111.65,111.65,190.48,111.65,190.48,0.0,190.48,0.0,150.34,111.65,190.48,0.0,190.48,111.65,0.0,111.65,111.65,190.48,0.0,150.34,111.65,111.65,111.65,0.0,111.65,0.0,190.48,111.65,150.34,190.48,190.48,0.0,111.65,190.48,150.34,111.65,150.34,0.0,0.0,0.0,190.48,190.48
3005,,Norquist Lab,cfalk,,eg89.13,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Ethylenediamine,?,?,Water,?,?,?,?,?,190.48,0.0,0.0,111.65,190.48,111.65,150.34,0.0,111.65,111.65,111.65,111.65,111.65,190.48,111.65,111.65,190.48,111.65,190.48,0.0,190.48,0.0,150.34,111.65,190.48,0.0,190.48,111.65,0.0,111.65,111.65,190.48,0.0,150.34,111.65,111.65,111.65,0.0,111.65,0.0,190.48,111.65,150.34,190.48,190.48,0.0,111.65,190.48,150.34,111.65,150.34,0.0,0.0,0.0,190.48,190.48
3006,,Norquist Lab,cfalk,,eg89.14,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Ethylenediamine,?,?,Water,?,?,?,?,?,190.48,0.0,0.0,111.65,190.48,111.65,150.34,0.0,111.65,111.65,111.65,111.65,111.65,190.48,111.65,111.65,190.48,111.65,190.48,0.0,190.48,0.0,150.34,111.65,190.48,0.0,190.48,111.65,0.0,111.65,111.65,190.48,0.0,150.34,111.65,111.65,111.65,0.0,111.65,0.0,190.48,111.65,150.34,190.48,190.48,0.0,111.65,190.48,150.34,111.65,150.34,0.0,0.0,0.0,190.48,190.48
3007,,Norquist Lab,cfalk,,eg89.15,True,Sodium metavanadate,?,?,Disodium tellurite,?,?,Ethylenediamine,?,?,Water,?,?,?,?,?,190.48,0.0,0.0,111.65,190.48,111.65,150.34,0.0,111.65,111.65,111.65,111.65,111.65,190.48,111.65,111.65,190.48,111.65,190.48,0.0,190.48,0.0,150.34,111.65,190.48,0.0,190.48,111.65,0.0,111.65,111.65,190.48,0.0,150.34,111.65,111.65,111.65,0.0,111.65,0.0,190.48,111.65,150.34,190.48,190.48,0.0,111.65,190.48,150.34,111.65,150.34,0.0,0.0,0.0,190.48,190.48
