Org_asa_hydrophobic_pH11_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH9_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH2_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH5_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH11_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH3_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH9_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH13_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH2_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH1_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH5_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH1_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH2_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH10_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH6_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH7_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH13_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH6_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH11_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH7_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH12_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH8_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH8_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH2_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH14_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH14_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH12_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH7_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH10_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH7_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH3_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH14_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH4_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH8_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH1_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH4_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH3_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH5_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH4_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH12_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH13_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH5_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH9_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH13_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH10_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH1_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH4_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH14_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH9_chemaxoncxcalc_15.6_gmean_count_drp_DRP,Org_asa_hydrophobic_pH6_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH8_chemaxoncxcalc_15.6_Max_drp_DRP,Org_asa_hydrophobic_pH6_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH3_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH11_chemaxoncxcalc_15.6_Range_drp_DRP,Org_asa_hydrophobic_pH10_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP,Org_asa_hydrophobic_pH12_chemaxoncxcalc_15.6_gmean_molarity_drp_DRP
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
242.37,0.0,0.0,197.49,242.37,197.49,221.94,0.0,197.49,197.49,197.49,197.49,197.49,242.37,221.94,221.94,242.37,221.94,242.37,0.0,242.37,0.0,221.94,197.49,242.37,0.0,242.37,221.94,0.0,221.94,197.49,242.37,0.0,221.94,197.49,197.49,197.49,0.0,197.49,0.0,242.37,197.49,221.94,242.37,242.37,0.0,197.49,242.37,221.94,221.94,221.94,0.0,0.0,0.0,242.37,242.37
242.37,0.0,0.0,197.49,242.37,197.49,221.94,0.0,197.49,197.49,197.49,197.49,197.49,242.37,221.94,221.94,242.37,221.94,242.37,0.0,242.37,0.0,221.94,197.49,242.37,0.0,242.37,221.94,0.0,221.94,197.49,242.37,0.0,221.94,197.49,197.49,197.49,0.0,197.49,0.0,242.37,197.49,221.94,242.37,242.37,0.0,197.49,242.37,221.94,221.94,221.94,0.0,0.0,0.0,242.37,242.37
242.37,0.0,0.0,197.49,242.37,197.49,221.94,0.0,197.49,197.49,197.49,197.49,197.49,242.37,221.94,221.94,242.37,221.94,242.37,0.0,242.37,0.0,221.94,197.49,242.37,0.0,242.37,221.94,0.0,221.94,197.49,242.37,0.0,221.94,197.49,197.49,197.49,0.0,197.49,0.0,242.37,197.49,221.94,242.37,242.37,0.0,197.49,242.37,221.94,221.94,221.94,0.0,0.0,0.0,242.37,242.37
242.37,0.0,0.0,197.49,242.37,197.49,221.94,0.0,197.49,197.49,197.49,197.49,197.49,242.37,221.94,221.94,242.37,221.94,242.37,0.0,242.37,0.0,221.94,197.49,242.37,0.0,242.37,221.94,0.0,221.94,197.49,242.37,0.0,221.94,197.49,197.49,197.49,0.0,197.49,0.0,242.37,197.49,221.94,242.37,242.37,0.0,197.49,242.37,221.94,221.94,221.94,0.0,0.0,0.0,242.37,242.37
242.37,0.0,0.0,197.49,242.37,197.49,221.94,0.0,197.49,197.49,197.49,197.49,197.49,242.37,221.94,221.94,242.37,221.94,242.37,0.0,242.37,0.0,221.94,197.49,242.37,0.0,242.37,221.94,0.0,221.94,197.49,242.37,0.0,221.94,197.49,197.49,197.49,0.0,197.49,0.0,242.37,197.49,221.94,242.37,242.37,0.0,197.49,242.37,221.94,221.94,221.94,0.0,0.0,0.0,242.37,242.37
242.37,0.0,0.0,197.49,242.37,197.49,221.94,0.0,197.49,197.49,197.49,197.49,197.49,242.37,221.94,221.94,242.37,221.94,242.37,0.0,242.37,0.0,221.94,197.49,242.37,0.0,242.37,221.94,0.0,221.94,197.49,242.37,0.0,221.94,197.49,197.49,197.49,0.0,197.49,0.0,242.37,197.49,221.94,242.37,242.37,0.0,197.49,242.37,221.94,221.94,221.94,0.0,0.0,0.0,242.37,242.37
242.37,0.0,0.0,197.49,242.37,197.49,221.94,0.0,197.49,197.49,197.49,197.49,197.49,242.37,221.94,221.94,242.37,221.94,242.37,0.0,242.37,0.0,221.94,197.49,242.37,0.0,242.37,221.94,0.0,221.94,197.49,242.37,0.0,221.94,197.49,197.49,197.49,0.0,197.49,0.0,242.37,197.49,221.94,242.37,242.37,0.0,197.49,242.37,221.94,221.94,221.94,0.0,0.0,0.0,242.37,242.37
242.37,0.0,0.0,197.49,242.37,197.49,221.94,0.0,197.49,197.49,197.49,197.49,197.49,242.37,221.94,221.94,242.37,221.94,242.37,0.0,242.37,0.0,221.94,197.49,242.37,0.0,242.37,221.94,0.0,221.94,197.49,242.37,0.0,221.94,197.49,197.49,197.49,0.0,197.49,0.0,242.37,197.49,221.94,242.37,242.37,0.0,197.49,242.37,221.94,221.94,221.94,0.0,0.0,0.0,242.37,242.37
242.37,0.0,0.0,197.49,242.37,197.49,221.94,0.0,197.49,197.49,197.49,197.49,197.49,242.37,221.94,221.94,242.37,221.94,242.37,0.0,242.37,0.0,221.94,197.49,242.37,0.0,242.37,221.94,0.0,221.94,197.49,242.37,0.0,221.94,197.49,197.49,197.49,0.0,197.49,0.0,242.37,197.49,221.94,242.37,242.37,0.0,197.49,242.37,221.94,221.94,221.94,0.0,0.0,0.0,242.37,242.37
242.37,0.0,0.0,197.49,242.37,197.49,221.94,0.0,197.49,197.49,197.49,197.49,197.49,242.37,221.94,221.94,242.37,221.94,242.37,0.0,242.37,0.0,221.94,197.49,242.37,0.0,242.37,221.94,0.0,221.94,197.49,242.37,0.0,221.94,197.49,197.49,197.49,0.0,197.49,0.0,242.37,197.49,221.94,242.37,242.37,0.0,197.49,242.37,221.94,221.94,221.94,0.0,0.0,0.0,242.37,242.37
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
228.21,0.0,0.0,204.9,228.21,204.9,216.36,0.0,204.9,204.9,204.9,204.9,204.9,216.36,216.36,216.36,228.21,216.36,228.21,0.0,228.21,0.0,216.36,204.9,228.21,0.0,228.21,216.36,0.0,216.36,204.9,228.21,0.0,216.36,204.9,204.9,204.9,0.0,204.9,0.0,228.21,204.9,216.36,228.21,216.36,0.0,204.9,228.21,216.36,216.36,216.36,0.0,0.0,0.0,216.36,228.21
228.21,0.0,0.0,204.9,228.21,204.9,216.36,0.0,204.9,204.9,204.9,204.9,204.9,216.36,216.36,216.36,228.21,216.36,228.21,0.0,228.21,0.0,216.36,204.9,228.21,0.0,228.21,216.36,0.0,216.36,204.9,228.21,0.0,216.36,204.9,204.9,204.9,0.0,204.9,0.0,228.21,204.9,216.36,228.21,216.36,0.0,204.9,228.21,216.36,216.36,216.36,0.0,0.0,0.0,216.36,228.21
274.53,0.0,0.0,230.43,274.53,230.43,253.93,0.0,230.43,230.43,230.43,230.43,230.43,253.93,253.93,253.93,274.53,253.93,274.53,0.0,274.53,0.0,253.93,230.43,274.53,0.0,274.53,253.93,0.0,253.93,230.43,274.53,0.0,253.93,230.43,230.43,230.43,0.0,230.43,0.0,274.53,230.43,253.93,274.53,253.93,0.0,230.43,274.53,253.93,253.93,253.93,0.0,0.0,0.0,253.93,274.53
274.53,0.0,0.0,230.43,274.53,230.43,253.93,0.0,230.43,230.43,230.43,230.43,230.43,253.93,253.93,253.93,274.53,253.93,274.53,0.0,274.53,0.0,253.93,230.43,274.53,0.0,274.53,253.93,0.0,253.93,230.43,274.53,0.0,253.93,230.43,230.43,230.43,0.0,230.43,0.0,274.53,230.43,253.93,274.53,253.93,0.0,230.43,274.53,253.93,253.93,253.93,0.0,0.0,0.0,253.93,274.53
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
300.42,0.0,0.0,283.9,300.42,269.03,283.9,0.0,269.03,269.03,283.9,269.03,269.03,300.42,283.9,283.9,300.42,283.9,300.42,0.0,300.42,0.0,283.9,269.03,300.42,0.0,300.42,283.9,0.0,283.9,269.03,300.42,0.0,283.9,269.03,283.9,269.03,0.0,283.9,0.0,300.42,283.9,283.9,300.42,300.42,0.0,283.9,300.42,283.9,283.9,283.9,0.0,0.0,0.0,300.42,300.42
228.21,0.0,0.0,204.9,228.21,204.9,216.36,0.0,204.9,204.9,204.9,204.9,204.9,216.36,216.36,216.36,228.21,216.36,228.21,0.0,228.21,0.0,216.36,204.9,228.21,0.0,228.21,216.36,0.0,216.36,204.9,228.21,0.0,216.36,204.9,204.9,204.9,0.0,204.9,0.0,228.21,204.9,216.36,228.21,216.36,0.0,204.9,228.21,216.36,216.36,216.36,0.0,0.0,0.0,216.36,228.21
228.21,0.0,0.0,204.9,228.21,204.9,216.36,0.0,204.9,204.9,204.9,204.9,204.9,216.36,216.36,216.36,228.21,216.36,228.21,0.0,228.21,0.0,216.36,204.9,228.21,0.0,228.21,216.36,0.0,216.36,204.9,228.21,0.0,216.36,204.9,204.9,204.9,0.0,204.9,0.0,228.21,204.9,216.36,228.21,216.36,0.0,204.9,228.21,216.36,216.36,216.36,0.0,0.0,0.0,216.36,228.21
274.53,0.0,0.0,230.43,274.53,230.43,253.93,0.0,230.43,230.43,230.43,230.43,230.43,253.93,253.93,253.93,274.53,253.93,274.53,0.0,274.53,0.0,253.93,230.43,274.53,0.0,274.53,253.93,0.0,253.93,230.43,274.53,0.0,253.93,230.43,230.43,230.43,0.0,230.43,0.0,274.53,230.43,253.93,274.53,253.93,0.0,230.43,274.53,253.93,253.93,253.93,0.0,0.0,0.0,253.93,274.53
274.53,0.0,0.0,230.43,274.53,230.43,253.93,0.0,230.43,230.43,230.43,230.43,230.43,253.93,253.93,253.93,274.53,253.93,274.53,0.0,274.53,0.0,253.93,230.43,274.53,0.0,274.53,253.93,0.0,253.93,230.43,274.53,0.0,253.93,230.43,230.43,230.43,0.0,230.43,0.0,274.53,230.43,253.93,274.53,253.93,0.0,230.43,274.53,253.93,253.93,253.93,0.0,0.0,0.0,253.93,274.53
223.38,0.0,0.0,180.07,223.38,180.07,212.94,0.0,180.07,180.07,180.07,180.07,180.07,212.94,180.07,180.07,223.38,180.07,223.38,0.0,223.38,0.0,212.94,180.07,223.38,0.0,223.38,180.07,0.0,180.07,180.07,223.38,0.0,212.94,180.07,180.07,180.07,0.0,180.07,0.0,223.38,180.07,212.94,223.38,212.94,0.0,180.07,223.38,212.94,180.07,212.94,0.0,0.0,0.0,212.94,223.38
179.42,0.0,0.0,144.07,179.42,144.07,179.42,0.0,144.07,144.07,144.07,144.07,144.07,179.42,144.07,144.07,203.78,144.07,179.42,0.0,203.78,0.0,179.42,144.07,203.78,0.0,203.78,144.07,0.0,144.07,144.07,203.78,0.0,179.42,144.07,144.07,144.07,0.0,144.07,0.0,203.78,144.07,179.42,203.78,179.42,0.0,144.07,203.78,179.42,144.07,179.42,0.0,0.0,0.0,179.42,203.78
347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
274.53,0.0,0.0,230.43,274.53,230.43,253.93,0.0,230.43,230.43,230.43,230.43,230.43,253.93,253.93,253.93,274.53,253.93,274.53,0.0,274.53,0.0,253.93,230.43,274.53,0.0,274.53,253.93,0.0,253.93,230.43,274.53,0.0,253.93,230.43,230.43,230.43,0.0,230.43,0.0,274.53,230.43,253.93,274.53,253.93,0.0,230.43,274.53,253.93,253.93,253.93,0.0,0.0,0.0,253.93,274.53
190.48,0.0,0.0,111.65,190.48,111.65,150.34,0.0,111.65,111.65,111.65,111.65,111.65,190.48,111.65,111.65,190.48,111.65,190.48,0.0,190.48,0.0,150.34,111.65,190.48,0.0,190.48,111.65,0.0,111.65,111.65,190.48,0.0,150.34,111.65,111.65,111.65,0.0,111.65,0.0,190.48,111.65,150.34,190.48,190.48,0.0,111.65,190.48,150.34,111.65,150.34,0.0,0.0,0.0,190.48,190.48
242.86,0.0,0.0,197.44,242.86,197.44,222.06,0.0,197.44,197.44,197.44,197.44,197.44,242.86,222.06,222.06,242.86,222.06,242.86,0.0,242.86,0.0,222.06,197.44,242.86,0.0,242.86,222.06,0.0,222.06,197.44,242.86,0.0,222.06,197.44,197.44,197.44,0.0,197.44,0.0,242.86,197.44,222.06,242.86,242.86,0.0,197.44,242.86,222.06,222.06,222.06,0.0,0.0,0.0,242.86,242.86
179.42,0.0,0.0,144.07,179.42,144.07,179.42,0.0,144.07,144.07,144.07,144.07,144.07,179.42,144.07,144.07,203.78,144.07,179.42,0.0,203.78,0.0,179.42,144.07,203.78,0.0,203.78,144.07,0.0,144.07,144.07,203.78,0.0,179.42,144.07,144.07,144.07,0.0,144.07,0.0,203.78,144.07,179.42,203.78,179.42,0.0,144.07,203.78,179.42,144.07,179.42,0.0,0.0,0.0,179.42,203.78
347.91,0.0,0.0,329.81,347.91,329.81,344.22,0.0,329.81,329.81,329.81,329.81,329.81,347.91,344.22,344.22,347.91,344.22,347.91,0.0,347.91,0.0,344.22,329.81,347.91,0.0,347.91,344.22,0.0,344.22,329.81,347.91,0.0,344.22,329.81,329.81,329.81,0.0,329.81,0.0,347.91,329.81,344.22,347.91,347.91,0.0,329.81,347.91,344.22,344.22,344.22,0.0,0.0,0.0,347.91,347.91
274.53,0.0,0.0,230.43,274.53,230.43,253.93,0.0,230.43,230.43,230.43,230.43,230.43,253.93,253.93,253.93,274.53,253.93,274.53,0.0,274.53,0.0,253.93,230.43,274.53,0.0,274.53,253.93,0.0,253.93,230.43,274.53,0.0,253.93,230.43,230.43,230.43,0.0,230.43,0.0,274.53,230.43,253.93,274.53,253.93,0.0,230.43,274.53,253.93,253.93,253.93,0.0,0.0,0.0,253.93,274.53
242.86,0.0,0.0,197.44,242.86,197.44,222.06,0.0,197.44,197.44,197.44,197.44,197.44,242.86,222.06,222.06,242.86,222.06,242.86,0.0,242.86,0.0,222.06,197.44,242.86,0.0,242.86,222.06,0.0,222.06,197.44,242.86,0.0,222.06,197.44,197.44,197.44,0.0,197.44,0.0,242.86,197.44,222.06,242.86,242.86,0.0,197.44,242.86,222.06,222.06,222.06,0.0,0.0,0.0,242.86,242.86
242.86,0.0,0.0,197.44,242.86,197.44,222.06,0.0,197.44,197.44,197.44,197.44,197.44,242.86,222.06,222.06,242.86,222.06,242.86,0.0,242.86,0.0,222.06,197.44,242.86,0.0,242.86,222.06,0.0,222.06,197.44,242.86,0.0,222.06,197.44,197.44,197.44,0.0,197.44,0.0,242.86,197.44,222.06,242.86,242.86,0.0,197.44,242.86,222.06,222.06,222.06,0.0,0.0,0.0,242.86,242.86
242.86,0.0,0.0,197.44,242.86,197.44,222.06,0.0,197.44,197.44,197.44,197.44,197.44,242.86,222.06,222.06,242.86,222.06,242.86,0.0,242.86,0.0,222.06,197.44,242.86,0.0,242.86,222.06,0.0,222.06,197.44,242.86,0.0,222.06,197.44,197.44,197.44,0.0,197.44,0.0,242.86,197.44,222.06,242.86,242.86,0.0,197.44,242.86,222.06,222.06,222.06,0.0,0.0,0.0,242.86,242.86
242.86,0.0,0.0,197.44,242.86,197.44,222.06,0.0,197.44,197.44,197.44,197.44,197.44,242.86,222.06,222.06,242.86,222.06,242.86,0.0,242.86,0.0,222.06,197.44,242.86,0.0,242.86,222.06,0.0,222.06,197.44,242.86,0.0,222.06,197.44,197.44,197.44,0.0,197.44,0.0,242.86,197.44,222.06,242.86,242.86,0.0,197.44,242.86,222.06,222.06,222.06,0.0,0.0,0.0,242.86,242.86
