SMILES,SUPPLIER_NAME,CATALOG_NUMBER,CAS,CHEMICAL_NAME,EMOLECULES_ID
NC1CCNCC1.Cl.Cl,Oakwood Products (Non-EU Customers),048139,35621-01-3,4-Aminopiperidine dihydrochloride,36253605
N[C@@H]1CCCCNC1,AK Scientific,W5158,28957-33-7,(R)-3-Aminohexahydro-1H-azepin,36252186
CNCCCN1CCCCCC1,Matrix Scientific,026943,938459-01-9,N-[3-(1-Azepanyl)propyl]-N-methylamine,15212136
CNCCCN1CCCC1,Matrix Scientific,026952,99114-68-8,N-Methyl-3-(1-pyrrolidinyl)-1-propanamine,15212035
NCC1(C)CCN(C1)C,ChemBridge,4002992,912771-31-4,"1-(1,3-dimethylpyrrolidin-3-yl)methanamine",15211950
CNCC(CN1CCCC1)C,ChemBridge,4002508,938458-84-5,"N,2-dimethyl-3-pyrrolidin-1-ylpropan-1-amine",15211934
CC[C@H]1NCCNC1.Cl.Cl,AK Scientific,W6295,438050-07-8,(R)-2-Ethylpiperazine dihydrochloride,29372435
CC(CC1NCCNC1)C.Cl.Cl,AK Scientific,W8832,859140-29-7,2-Isobutylpiperazine dihydrochloride,29372417
CNC1CNC1,Matrix Scientific,069365,247069-31-4,N-Methylazetidin-3-amine,29372109
CCCNCCNCCC,Matrix Scientific,007584,14165-22-1,"N,N'-Di(n-propyl)ethylenediamine",892144
CCCCN(CCCC)CCN,Matrix Scientific,079915,3529-09-7,"N,N-Dibutylethane-1,2-diamine",890084
NCC(C1CCNCC1)CC(CC)C,Enamine BB,EN300-76808,,4-methyl-2-(piperidin-4-yl)hexan-1-amine,36086972
CCCC(CC(C1CCCCN1)CN)C,Enamine BB,EN300-76783,,4-methyl-2-(piperidin-2-yl)heptan-1-amine,36086940
NCC(C1CCCCN1)CC(CC)C,Enamine BB,EN300-76762,,4-methyl-2-(piperidin-2-yl)hexan-1-amine,36086908
CCCN1CCCCC1C1CCCNC1,Enamine BB,EN300-76671,,2-(piperidin-3-yl)-1-propylpiperidine,36086801
CN(CCCNC1CCCCCCCCCCC1)C,Enamine,Z56778545,,,1344804
CCCN1CCC(CC1)CN,Matrix Scientific,021079,392691-05-3,C-(1-Propyl-piperidin-4-yl)-methylamine,1522993
CCN(CC1CCCNC1)CC,Matrix Scientific,019200,120990-84-3,Diethyl-piperidin-3-ylmethyl-amine,1522792
NCC1CCN(CC1)CC1CCCCC1.Cl.Cl,Oakwood Products (Non-EU Customers),064325,,[1-(Cyclohexylmethyl)piperidin-4-yl]methanamine dihydrochloride,36769920
C1NCC(C1)N1CCCC1,Matrix Scientific,037319,267241-99-6,"1,3'-Bipyrrolidine",6254248
CCNCCNC1CC1,Life Chemicals,F2147-1528,,"N-cyclopropyl-N'-ethylethane-1,2-diamine",6252296
NC[C@H]1CCCN1,Tyger Scientific,A120905,72300-69-7,(R)-2-(Aminomethyl)pyrrolidine,33511366
CCCN(C1CCN(CC1)CC)CC1CC1,ChemBridge,5459972,,,2354962
CCN(CCN(C1CCCCCC1)C)CC,ChemBridge,5454969,,,2354658
CCN1CCN(CC1)C1CCCCCC1,ChemBridge,5453292,,,2354557
NCCN1CCC(CC1)C,Matrix Scientific,008503,14156-95-7,2-(4-Methyl-piperidin-1-yl)-ethylamine,861277
CCC1CCC(CC1)N(CCN(C)C)C,ChemBridge,5419376,,,2353272
NCCNC(CC)C,Sigma Aldrich,S516414,,N-(SEC-BUTYL)-ETHYLENEDIAMINE,6208224
C[C@@H]1CNC[C@H](N1)C,Anichem,31434,,"(2S,6S)-2,6-Dimethyl-piperazine",32176151
N[C@@H]1CNCC1.Cl.Cl,AK Scientific,U244,116183-83-6,(S)-(+)-3-Aminopyrrolidine dihydrochloride,6876366
CCNCCCN(CCC)CCC,Matrix Scientific,026975,,"N1-Ethyl-N3,N3-dipropyl-1,3-propanediamine",18625160
CCCCCCCNCCCNC,Matrix Scientific,026947,,"N1-Heptyl-N3-methyl-1,3-propanediamine",18625112
NCCCNC(CC)C,Matrix Scientific,026778,854650-36-5,"N1-(sec-Butyl)-1,3-propanediamine",18624907
CCCCCCCCN1CCC(CC1)CCCC1CCN(CC1)CCCCCCCC,Maybridge,NRB02533,,1-octyl-4-[3-(1-octyl-4-piperidyl)propyl]piperidine,5779288
CCNCC(N1CCCCC1)C,Exclusive Chemistry,EC-000.1351,,N-ethyl-2-(1-piperidinyl)-1-propanamine,33371923
CCCCNCC1CCCCN1C,Exclusive Chemistry,EC-000.1318,,N-[(1-methyl-2-piperidinyl)methyl]-1-butanamine,33371891
CCNCC1CCCCN1CCC,Exclusive Chemistry,EC-000.1310,,N-[(1-propyl-2-piperidinyl)methyl]ethanamine,33371875
CCCCNCC1CCCN1CCCC,Exclusive Chemistry,EC-000.1301,,N-[(1-butyl-2-pyrrolidinyl)methyl]-1-butanamine,33371859
CCCNCC1CCCN1C,Exclusive Chemistry,EC-000.1293,,N-[(1-methyl-2-pyrrolidinyl)methyl]-1-propanamine,33371843
CCCN1CCCC1CNC,Exclusive Chemistry,EC-000.1285,,N-methyl(1-propyl-2-pyrrolidinyl)methanamine,33371827
CCCN(CC1CCCN1)CCC.Cl.Cl,Matrix Scientific,051711,,N-Propyl-N-(2-pyrrolidinylmethyl)-1-propanamine dihydrochloride,30420446
CCN(CC1CCCN1)CC.Cl.Cl,Matrix Scientific,051695,1220027-24-6,N-Ethyl-N-(2-pyrrolidinylmethyl)-1-ethanamine dihydrochloride,30420420
C1CCC(NC1)CN1CCCCCC1.Cl.Cl,Matrix Scientific,051679,,1-(2-Piperidinylmethyl)azepane dihydrochloride,30420391
CCCCN(CC1CCCCN1)C.Cl.Cl,Matrix Scientific,051671,,N-Methyl-N-(2-piperidinylmethyl)-1-butanamine dihydrochloride,30420379
CC1CCCN(C1)CC1CNCC1.Cl.Cl,Matrix Scientific,051647,1219964-31-4,3-Methyl-1-(3-pyrrolidinylmethyl)piperidine dihydrochloride,30420335
CC1CCN(CC1)CCC1CCCNC1.Cl.Cl,Matrix Scientific,051591,,4-Methyl-1-[2-(3-piperidinyl)ethyl]piperidine dihydrochloride,30420234
C1CCC(CN1)CCN1CCCCC1.Cl.Cl,Matrix Scientific,051583,,1-[2-(3-Piperidinyl)ethyl]piperidine dihydrochloride,30420218
NCC1CCN(C1)CC,Matrix Scientific,021487,51388-01-3,C-(1-Ethyl-pyrrolidin-3-yl)-methylamine,1508623
CC(CN1CCC(CC1)C)N,Enamine BB,EN300-62744,,1-(4-methylpiperidin-1-yl)propan-2-amine,846921
C1CCC(CN1)CN1CCCC1.Cl.Cl,Matrix Scientific,051410,514842-98-9,3-(1-Pyrrolidinylmethyl)piperidine dihydrochloride,30419938
CCN(CC(N)C)CC,Enamine BB,EN300-56494,,(2-aminopropyl)diethylamine,846677
CN(C1CCNCC1)C.Cl.Cl,Matrix Scientific,051494,4876-59-9,"N,N-Dimethylpiperidin-4-amine dihydrochloride",24825334
CC(N(C1CCNCC1)C)C.Cl.Cl,Enamine BB,EN300-51890,,N-methyl-N-(propan-2-yl)piperidin-4-amine dihydrochloride,29697373
C#CCN1CCCC(C1)N,Enamine BB,EN300-85023,,1-(prop-2-yn-1-yl)piperidin-3-amine,36748194
CNC1CCN(C(C1)C)C,Enamine BB,EN300-84973,,"N,1,2-trimethylpiperidin-4-amine",36748164
N1CCC(CC1)NC1CC1.Cl.Cl,Enamine BB,EN300-84896,,N-cyclopropylpiperidin-4-amine dihydrochloride,36748133
CCCN1CCC(CC1)N,Matrix Scientific,028775,42389-59-3,1-Propylpiperidin-4-amine,842356
CC(CNC1CC(C)N(CC1C)C)C,InterBioScreen,STOCK5S-00432,,"N-isobutyl-1,2,5-trimethylpiperidin-4-amine",4645698
CCCN1CCNCC1,Matrix Scientific,079833,21867-64-1,1-Propylpiperazine,837762
NCCCCN(C(C)C)C,Enamine BB,EN300-56313,,(4-aminobutyl)(methyl)propan-2-ylamine,30415200
NCC1CCCN(C1)C1CCCCC1,Matrix Scientific,016361,883533-78-6,[(1-Cyclohexylpiperidin-3-yl)methyl]amine,5766386
CN[C@@H](C(C)C)CN1CCCC1,AstaTech,68542,,"(S)-N,3-DIMETHYL-1-(PYRROLIDIN-1-YL)BUTAN-2-AMINE",44472642
CN1CCC(CC1)N,Matrix Scientific,072008,41838-46-4,4-Amino-1-methylpiperidine,832940
C(CN1CC1)CCN1CC1,InterBioScreen,STOCK4S-92955,,"1,4-di(aziridin-1-yl)butane",4640073
C1CCC(NC1)C1CCCCN1.Cl.Cl,Bepharm,B238745,51591-01-6,"2,2'-Bipiperidine dihydrochloride",44471457
NCCCCCN(CC(C)C)CC(C)C,Matrix Scientific,007225,209803-39-4,5-(Diisobutylamino)amylamine,5759086
CNCCN1CCCCC1C,ChemBridge,4015189,915922-23-5,N-methyl-2-(2-methylpiperidin-1-yl)ethanamine,11489709
CCCN1CCCC(C1)CN,ChemBridge,4014886,915924-85-5,1-(1-propylpiperidin-3-yl)methanamine,11489694
CC(NCCN1CCCCCC1)C,Matrix Scientific,027629,532407-05-9,N-(2-Azepan-1-ylethyl)-N-isopropylamine,11489624
NCC1(CC1)CN1CCCC1,ChemBridge,4027514,1001345-81-8,1-[1-(1-pyrrolidinylmethyl)cyclopropyl]methanamine,18189275
C1CCN(CC1)C1CNC1,Matrix Scientific,053920,138022-86-3,1-(3-Azetidinyl)piperidine,18189113
NC1(CC1)CN1CCCCC1,ChemBridge,4026347,1015846-25-9,1-(piperidin-1-ylmethyl)cyclopropanamine,18189059
CCNCCN1CCC(CC1)C,Matrix Scientific,027631,915923-35-2,N-Ethyl-N-[2-(4-methylpiperidin-1-yl)ethyl]amine,11488770
CC(C1CCNCC1)N(C)C,ChemBridge,4004382,,"N,N-dimethyl-1-piperidin-4-ylethanamine",11488494
NCCCN1CCCCC1,Enamine BB,EN300-13955,3529-08-6,3-piperidin-1-ylpropan-1-amine,815533
CC(NCCN1CCCCC1C)C,Matrix Scientific,027662,,N-[2-(2-Methylpiperidin-1-yl)ethyl]propan-2-amine,18186554
CN(NC1CCCCC1)C,Sigma Aldrich,PH001375,,"2-CYCLOHEXYL-1,1-DIMETHYLHYDRAZINE",28292206
CN1CCC(C1)N,Matrix Scientific,068515,13220-27-4,1-Methylpyrrolidin-3-amine,18186424
NCCC1CCCCN1C1CCCC1,Alinda Chemical,ALBB-018056,915924-33-3,[2-(1-cyclopentylpiperidin-2-yl)ethyl]amine,36728699
CCCCCCCCCC(NCCCN)C,Sigma Aldrich,PH000876,,"N(1)-(1-METHYLDECYL)-1,3-PROPANEDIAMINE",28291316
NC1CC(C)(C)NC(C1)(C)C.Cl.Cl,Sigma Aldrich,L161489,,"2,2,6,6-TETRAMETHYL-4-PIPERIDINAMINE DIHYDROCHLORIDE",549939
CCCNCCN1CCC(CC1)C,ChemDiv BB,BB53-0940,,N-[2-(4-methylpiperidin-1-yl)ethyl]-N-propylamine,31525489
CCCC(CN)(N)C,Enamine BB,EN300-83775,,"2-methylpentane-1,2-diamine",36726173
CCN1CCCC(C1)N.Cl.Cl,Enamine BB,EN300-82510,,1-ethylpiperidin-3-amine dihydrochloride,36725912
CCCNCCN1CCCC1,ChemDiv BB,BB53-0673,,N-(2-pyrrolidin-1-ylethyl)propan-1-amine,31525092
CCC(N=C=NC(CC)C)C,Matrix Scientific,086021,66006-67-5,"N,N'-Di-sec-butylcarbodiimide",11474262
ClCCNCCN1CCCCC1,ChemDiv BB,BB52-9720,,N-(2-chloroethyl)-N-(2-piperidin-1-ylethyl)amine,31523623
CCCNCCN1CCCCCC1,ChemDiv BB,BB52-9194,,N-(2-azepan-1-ylethyl)-N-propylamine,31522838
NC1=NCCCCC1,InterBioScreen,BB_SC-9557,,"3,4,5,6-tetrahydro-2H-azepin-7-amine",31521452
C[N+](CCCCCC[N+](C)(C)C)(C)C.[Cl-].[Cl-],TCI America,H0090,60-25-3,Hexamethonium Chloride,539026
NCC1CCCCN1C,Matrix Scientific,020649,5298-72-6,C-(1-Methyl-piperidin-2-yl)-methylamine,724500
NCC(CN1CCCCCC1)(C)C,Maybridge,MO01190,,"3-(1-azepanyl)-2,2-dimethylpropylamine",724445
NCCN(C1CCCC1)C.Cl.Cl,Matrix Scientific,033498,,"N*1*-Cyclopentyl-N*1*-methyl-ethane-1,2-diamine dihydrochloride",25054917
N[C@@H]1CCCCC[C@H]1N.Cl.Cl,Enamine BB,EN300-124377,,"(1R,2R)-cycloheptane-1,2-diamine dihydrochloride",45773317
NC[C@H]1CCCC[C@H]1N,Enamine BB,EN300-81627,,cis-2-(aminomethyl)cyclohexan-1-amine,36560151
CNCCCCN(C)C,Enamine BB,EN300-80694,,[4-(dimethylamino)butyl](methyl)amine,36559630
CC(N1CCC(CC1)NC1CCCC1)C,ChemDiv BB,BB51-1693,,N-cyclopentyl-1-isopropylpiperidin-4-amine,31511094
NCC1(N)CCC1,Bepharm,B238020,780747-61-7,1-(Aminomethyl)cyclobutanamine,40896933
NC1CCC(C1)N(C)C,Enamine BB,EN300-102069,,"N,N-dimethylcyclopentane-1,3-diamine",40332114
NC1C(C)(C)C(C1(C)C)N,Enamine BB,EN300-98881,,"2,2,4,4-tetramethylcyclobutane-1,3-diamine",40331398
CC(CN1CCC(CC1)NC1CCCCCC1)C,Enamine,Z401843386,,,45636671
NC1CCCC(C1)N(C)C,Enamine BB,EN300-100113,,"1-N,1-N-dimethylcyclohexane-1,3-diamine",40295876
NCCCCCNC,Princeton BioMolecular Research,PBMR166923,,"N'-methylpentane-1,5-diamine",40217044
C1CCC(CC1)C1CNCCN1,Anichem,31398,,2-Cyclohexyl-piperazine,40193015
CNC(C1CC1)CN(CC)CC,Matrix Scientific,080400,,"1-Cyclopropyl-N~2~,N~2~-diethyl-N~1~-methylethane-1,2-diamine",40116357
CC(C1CCCNC1)N,Oakwood Products (Non-EU Customers),080076,1314919-71-5,1-Piperidin-3-yl-ethylamine,40076831
NC1CN(C(C1)C)C1CC1,Enamine BB,EN300-103786,,1-cyclopropyl-5-methylpyrrolidin-3-amine,43295886
C1CCC(NC1)CN1CCCCC1,Matrix Scientific,019801,81310-55-6,Piperidino-[2]piperidyl-methane,710121
NC1CC2CCCC(C1)N2C,Matrix Scientific,074391,76272-56-5,"Endo-3-Amine-9-methyl-9-azabicyclo[3,3,1]nonane",2733251
CC[N+](CCCCCCCCCC[N+](CC)(C)C)(C)C,Princeton BioMolecular Research,OSSL_297366,,,30082868
CC(NCC1CNCC1)C,CombiPhos Catalysts,MPC-11241,,Isopropyl-pyrrolidin-3-ylmethyl-amine,39529314
C1CCCN(CC1)CC1CCCCCN1,ACB Blocks ,C7A-0340,,1-(2-azepanylmethyl)azepane,706109
[C-]#[N+]CCCN(C)C,ACB Blocks ,ISN-0100,,"3-isocyano-N,N-dimethylpropan-1-amine",705882
CN(CCCNC(CCC=C(C)C)C)C,InterBioScreen,STOCK1N-00033,,"N1,N1-dimethyl-N3-(6-methylhept-5-en-2-yl)propane-1,3-diamine",4781677
CN1CCC(CC1)C1CCCCN1,ACB Blocks ,C6A-0153,,"1'-methyl-2,4'-bipiperidine",705782
NC1CCC(CC1)N1CCCCC1,Enamine BB,EN300-101265,,4-(piperidin-1-yl)cyclohexan-1-amine,39375451
CC1NCCNC1C,Matrix Scientific,024769,84468-52-0,"2,3-Dimethyl-piperazine",1884918
C1CCC(CN1)C1CCCN1,Sigma Aldrich,T317209,,3-(2-PYRROLIDINYL)PIPERIDINE,1884779
CCCCCCCCCN1CCNCCC1,EvoBlocks,EB30069,,"1-nonyl-1,4-diazepane",32283793
NCC[C@@H]1CCCN1C,Activate Scientific,AS3244,422545-95-7,(S)-2-(1-Methylpyrrolidin-2-yl)ethanamine,43214859
CC(CCN1CCNCCC1)C,EvoBlocks,EB30054,,"1-(3-methylbutyl)-1,4-diazepane",32283771
CCCCCC(N1CCNCC1C)C,EvoBlocks,EB29597,,1-(heptan-2-yl)-2-methylpiperazine,32283610
NCC1(N)CCCCCC1,EvoBlocks,EB60575,,1-(aminomethyl)cycloheptan-1-amine,1884505
CCCCCCCCCCCCCCN1CCNCC1C,EvoBlocks,EB29568,,2-methyl-1-tetradecylpiperazine,32283564
NCCN.I.I,Sigma Aldrich,S573019,,ETHYLENEDIAMINE DIHYDROIODIDE,43213794
N1CCC(CC1)CCCN1CCCC1,Enamine BB,EN300-115907,,4-[3-(pyrrolidin-1-yl)propyl]piperidine,38858393
CN1CCCC(C1)CNC(C)C,Oakwood Products (Non-EU Customers),087894,,Isopropyl-(1-methyl-piperidin-3-ylmethyl)-amine,38591348
CNC1CCCCC1N(C)C,Oakwood Products (Non-EU Customers),087867,,"N,N,N'-Trimethyl-cyclohexane-1,2-diamine",38558751
CCC(N1CCN(CC1)C1CCCCC1)C,Zelinsky Institute,UZI/1934568,,,1453608
NC[C@@H]1CCCN(C1)C.Cl.Cl,Synthonix,M7250,1400744-19-5,(S)-1-Methyl-3-aminomethyl-piperidine dihydrochloride,43677718
CN1CCC[C@@H](C1)N.Cl,Synthonix,A1654,1157849-51-8,(S)-3-Amino-1-methyl-piperidine hydrochloride,43677421
CNCC(CC(C)C)N,Enamine BB,EN300-120434,,(2-amino-4-methylpentyl)(methyl)amine,38100931
CC(NCC1CCCCN1)C,CombiPhos Catalysts,MPB-11247,,Isopropyl-piperidin-2-ylmethyl-amine,38100419
NCCC(CC)N,TCI America,D2252,589-37-7,"1,3-Diaminopentane",503157
NC1CCC(CC1C)CC1CCC(C(C1)C)N,TCI America,M1422,6864-37-5,"4,4'-Methylenebis(2-methylcyclohexylamine)",501987
NCCCN1CCC(CC1)C,Matrix Scientific,008502,6241-30-1,3-(4-Methyl-piperidin-1-yl)-propylamine,1445607
C1CCC(CN1)N1CCCC1,Enamine BB,EN300-42929,144243-28-7,3-(pyrrolidin-1-yl)piperidine,10884823
CC(C[C@@H]1NCCNC1)C,Bepharm,B163691,106576-37-8,(S)-2-Isobutylpiperazine,43468487
N1CCC2(CC1)CNC2,Ark Pharm,AK133117,136098-14-1,"2,7-Diazaspiro[3.5]nonane",46023675
NC(=N)C1CCCCCC1,Tyger Scientific,C33056,,Cycloheptanecarboxamidine,4355402
C1CCN(C1)C[C@@H]1CCCN1,ChemBridge,3002833,51207-66-0,1-[(2S)-pyrrolidin-2-ylmethyl]pyrrolidine,497610
C[N+](CCCCCCC[N+](C)(C)C)(C)C,Toronto Research Chemicals,B586975,56971-24-5,"Bis-1,7-(trimethylammonium)hepyl Dibromide",31224995
CCCNCCN,AK Scientific,X3272,111-39-7,N-(N-Propyl)ethylenediamine,496776
NCCCNC(C)C,Matrix Scientific,026882,3360-16-5,"N1-Isopropyl-1,3-propanediamine",496514
NCCCCCN(CC)CC,Matrix Scientific,007559,34987-15-0,5-(Diethylamino)pentylamine,4352163
NCC1(N)CCCC1,Fluorochem (Non-US Customers),238189,5062-66-8,1-(Aminomethyl)cyclopentanamine,37562722
NCCC1CCN(CC1)C,Enamine BB,EN300-62032,,2-(1-methylpiperidin-4-yl)ethan-1-amine,4348320
CCN(CCCC#CCN1CCCCC1)CC,Sigma Aldrich,S345989,,6-DIETHYLAMINO-1-PIPERIDINO-2-HEXYNE,7384407
NCCN1CCCCCC1,Matrix Scientific,010564,51388-00-2,2-Azepan-1-yl-ethylamine,2874189
CCCN(CCCN)CCC,Matrix Scientific,026887,6345-82-0,"N1,N1-Dipropyl-1,3-propanediamine",7369261
CN(C[C@@H]1CCCN1)C,Oakwood Products (Non-EU Customers),088181,29618-57-3,Dimethyl-(S)-1-pyrrolidin-2-ylmethyl-amine,43464068
CC(NC1CCCCC1N(C)C)C,Oakwood Products (Non-EU Customers),087898,,"N-Isopropyl-N',N'-dimethyl-cyclohexane-1,2-diamine",43463690
CCN[C@@H]1CCCN(C1)C,Oakwood Products (Non-EU Customers),087874,,Ethyl-((R)-1-methyl-piperidin-3-yl)-amine,43463674
CN[C@@H]1CCN(C1)C,Oakwood Products (Non-EU Customers),087855,,Methyl-((R)-1-methyl-pyrrolidin-3-yl)-amine,43463658
CCN(C1CCC(CC1)N)CC,Chem-Impex,19459,42389-54-8,"N,N-Diethyl-cyclohexane-1,4-diamine",37451107
CN[C@@H]1CC[C@H](CC1)N(C1CC1)C,Oakwood Products (Non-EU Customers),088217,,"(1R,4R)-N-Cyclopropyl-N,N'-dimethyl-cyclohexane-1,4-diamine",46018594
NCC(CN(C)C)C,ChemBridge,4027503,6105-72-2,(3-amino-2-methylpropyl)dimethylamine,10463505
NC1CCN(C1)C1CCCCCC1,Enamine BB,EN300-64261,,1-cycloheptylpyrrolidin-3-amine,31416689
N[C@@H]1CC[C@H](C1)N,Ark Pharm,AK130843,573704-66-2,"trans-Cyclopentane-1,3-diamine",46015582
CC(NC1CCNCC1)C,Enamine BB,EN300-62678,,N-(propan-2-yl)piperidin-4-amine,31416178
C1CC2(CC1CC2)/N=N/C12CCC(C2)CC1,Molecular Diversity Preservation,20258,,,5868269
CC(C1CCCCN1)N,Matrix Scientific,039729,15932-66-8,(1-Piperidin-2-ylethyl)amine,27334902
CCC(CN)(N)C,Enamine BB,EN300-59895,,"2-methylbutane-1,2-diamine",31413866
CN(CCCNC1CCCCC1)C,UORSY,PB90589956,,,37250332
NCC(CN(CC)C)C,Matrix Scientific,036097,1060817-17-5,N-(3-Amino-2-methylpropyl)-N-ethyl-N-methylamine,23805558
CNC(C1CCN(CC1)C)C,Enamine BB,EN300-55298,,methyl[1-(1-methylpiperidin-4-yl)ethyl]amine,31412037
CC(C1CCCN1)N,Enamine BB,EN300-55191,,1-(pyrrolidin-2-yl)ethan-1-amine,31411949
NCCN1CCCCC1,Enamine BB,EN300-21749,,2-(piperidin-1-yl)ethan-1-amine,481596
CCCCN(CCCN)CC,Matrix Scientific,079873,,"N-Butyl-N-ethylpropane-1,3-diamine",31210388
NC1CCN(CC1)CC1CC1,Enamine BB,EN300-45410,,1-(cyclopropylmethyl)piperidin-4-amine,31410056
CCCN1CCN(CC1)CC1CCCCC1,Enamine,Z143762284,,,35685120
CCN(CC1CCNCC1)CC,Enamine BB,EN300-42644,116905-90-9,diethyl(piperidin-4-ylmethyl)amine,31409312
CC(CC(CN(C)C)N)C,Enamine BB,EN300-41634,,(2-amino-4-methylpentyl)dimethylamine,31409024
NCCCCN1CCCC(C1)C,Enamine BB,EN300-41121,,4-(3-methylpiperidin-1-yl)butan-1-amine,31408835
NCC(N1CCCC(C1)C)C,Enamine BB,EN300-40202,,2-(3-methylpiperidin-1-yl)propan-1-amine,31408584
CCC(N(C)C)(CN)CC,Enamine BB,EN300-39214,,"N-[1-(aminomethyl)-1-ethylpropyl]-N,N-dimethylamine",31408285
CN(CCCCCCN(C)C)C.Cl.Cl,Ark Pharm,AK104861,1938-71-2,"N1,N1,N6,N6-Tetramethylhexane-1,6-diamine dihydrochloride",44845449
NCCN(C1CCCC1)C,Enamine BB,EN300-70103,,N-(2-aminoethyl)-N-methylcyclopentanamine,17089465
CN1CCC[C@@H](C1)N.Cl.Cl,Pharmablock (USA) Inc,PB00823-01,1157849-51-8,(S)-3-Amino-1-methyl-piperidine dihydrochloride,44385858
NCCCCN1CCC(CC1)(F)F,Oakwood Products (Non-EU Customers),214366,,"4-(4,4-Difluoro-piperidin-1-yl)-butylamine",44385650
CCCN1CCCC1CN,Princeton BioMolecular Research,PBMR122002,,(1-propylpyrrolidin-2-yl)methanamine,36862779
CCN[C@@H]1CNCC1,Broadpharm,BP-11299,381670-31-1,(3S)-(-)-3-(Ethylamino)pyrrolidine,27322317
CC(CCN1CCCC(C1)C)N,Princeton BioMolecular Research,PBMR103143,,1-Methyl-3-(3-methyl-piperidin-1-yl)-propylamine,36844338
CC(CCN1CCCCC1)N,Princeton BioMolecular Research,PBMR103130,,1-Methyl-3-piperidin-1-yl-propylamine,36844316
CNC1CCN(CC1)CC,Matrix Scientific,065625,864247-56-3,1-Ethyl-N-methylpiperidin-4-amine,13575156
C[C@@H](CN1CCCCC1)N,CHESS Fine Organic,X2915,N.N.,(S)-1-(2-Amino-propan-1-yl)-piperidine,44683715
C1CCC(CN1)N1CCCCC1,Enamine BB,EN300-72388,,3-(piperidin-1-yl)piperidine,32445865
CN(CCNC1CCCCCCC1)C,ChemBridge,5452773,,,13320116
CCC1CCC(CC1)NCCN(C)C,ChemBridge,5419745,,,13319305
NCC1CN2CCC1CC2,Princeton BioMolecular Research,PBMR044903,,1-(1-azabicyclo[2.2.2]oct-3-yl)methanamine,36825261
CCN(CC1CCCCC1N)CC,Enamine BB,EN300-101045,,2-[(diethylamino)methyl]cyclohexan-1-amine,36813619
CCN(CCC(N)C)CC,Sigma Aldrich,PH010254,,"N(1),N(1)-diethyl-1,3-butanediamine",35875259
CCCCCCC(Nc1ccc(cc1)NC(CCCCCC)C)C,Sigma Aldrich,S358762,,"N,N'-BIS-(1-METHYLHEPTYL)-1,4-PHENYLENEDIAMINE",1014209
CN(CCC1CCNCC1)C,Matrix Scientific,020420,102308-48-5,Dimethyl-(2-piperidin-4-yl-ethyl)-amine,1012979
NCCCN1CC(CC)CCC1C,Sigma Aldrich,PH007642,,3-(5-ethyl-2-methyl-1-piperidinyl)-1-propanamine,35871602
NCCC(CN)C,Alinda Chemical,ALBB-008794,,"2-methylbutane-1,4-diamine dihydrochloride",986996
FC(CN1CCC(CC1)N)F,Enamine BB,EN300-59999,,"1-(2,2-difluoroethyl)piperidin-4-amine",22999314
CCN(CC(CCC=C(C)C)C)CCN(C)C,ChemBridge,5428355,,,2072695
CCC(N1CCC(C1)CN)C,Vitas M Labs,STK894452,,1-[1-(butan-2-yl)pyrrolidin-3-yl]methanamine,30519258
C[N+](CCCCCC[N+](C)(C)C)(C)C.[I-].[I-],MP Biomedicals,05207555,870-62-2,HEXAMETHONIUM IODIDE,979657
CC[C@@H]1NC[C@H](NC1)CC,Anichem,31416,,"(2S,5R)-2,5-Diethyl-piperazine",44825617
CN(CC1CCCN1)C,Vitas M Labs,STK893970,,"N,N-dimethyl-1-(pyrrolidin-2-yl)methanamine",30519100
CN(CCNC1CCCC1)C,Matrix Scientific,020949,,"N'-Cyclopentyl-N,N-dimethyl-ethane-1,2-diamine",1556666
NCC(CNC)(C)C,Enamine BB,EN300-97455,,"(3-amino-2,2-dimethylpropyl)(methyl)amine",37155563
NC[C@@H](N)C,Enamine BB,EN300-96086,,"(2S)-propane-1,2-diamine",37155236
NCC1(C)CC(CC(C1)(C)C)N(C)C,AstaTech,54097,,"3-(AMINOMETHYL)-N,N,3,5,5-PENTAMETHYLCYCLOHEXANAMINE",37154510
CC(C1CCCCN1CCC1CCCCN1)C,Princeton BioMolecular Research,PBMR177594,,2-Isopropyl-1-(2-piperidin-2-yl-ethyl)-piperidine,46113768
CN(C1CCNCC1)C.Cl,Matrix Scientific,016365,50533-97-6,"N,N-Dimethylpiperidin-4-amine hydrochloride",13169027
CCCN1CCC(CC1)N.Cl.Cl,Combi-Blocks,OR-6332,42389-59-3,"4-Amino-1-propylpiperidine di, HCl",44815161
CN(CCCNC1CCCC1)C,ChemBridge,9240622,,,17011820
CCCCC(N1CCNCC1)CCCC,Oakwood Products (Non-EU Customers),018131,83655-59-8,1-(5-Nonyl)-piperazine,933379
CN1CCCC(C1)N.Cl.Cl,Matrix Scientific,068620,894808-73-2,3-Amino-1-methylpiperidine dihydrochloride,933312
N1CCN(CC1)CCCC1CCCC1,Apollo Scientific,OR0855,827614-49-3,1-(3-Cyclopentylprop-1-yl)piperazine 97%,933288
C1CN[C@H]2[C@@H](C1)NCCC2,Enamine BB,EN300-90625,,"(4aR,8aR)-decahydro-1,5-naphthyridine",36790686
N[C@@H]1[C@@H]2CC[C@H]([C@H]1N)C2,Enamine BB,EN300-90546,,"(1R,2R,3R,4S)-bicyclo[2.2.1]heptane-2,3-diamine",36790623
